semantic_group_id,num_markets,num_dates,num_event_slugs,event_slugs,actors,sample_questions,needs_review
andrii-yermak-arrested,2,2,1,andrii-yermak-arrested-by-november-30,,Andrii Yermak arrested by December 31? | Andrii Yermak arrested by November 30?,False
ufc-mer-pet-2025-12-06-win,2,1,1,ufc-mer-pet-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ale8-jos49-2025-12-06-win,2,1,1,ufc-ale8-jos49-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-bra2-tat1-2025-12-06-win,2,1,1,ufc-bra2-tat1-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-hen-pay-2025-12-06-win,2,1,1,ufc-hen-pay-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-jan-bog1-2025-12-06-win,2,1,1,ufc-jan-bog1-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-gra-man6-2025-12-06-win,2,1,1,ufc-gra-man6-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ter1-chr13-2025-12-06-win,2,1,1,ufc-ter1-chr13-2025-12-06,,Will the fight be won by submission? | Will the fight be won by KO or TKO?,False
ufc-kar5-may-2025-12-06-win,2,1,1,ufc-kar5-may-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-far-naz-2025-12-06-win,2,1,1,ufc-far-naz-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-mar15-bru9-2025-12-06-win,2,1,1,ufc-mar15-bru9-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-eds-jal-2025-12-06-win,2,1,1,ufc-eds-jal-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ibo-iwo-2025-12-06-win,2,1,1,ufc-ibo-iwo-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ant6-man14-2025-12-06-win,2,1,1,ufc-ant6-man14-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-muh-mai5-2025-12-06-win,2,1,1,ufc-muh-mai5-2025-12-06,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
will-trump-talk-to-nicols-maduro-again:trump,2,2,2,"will-trump-talk-to-nicols-maduro-again-by-december-15, will-trump-talk-to-nicols-maduro-again-by-december-31",trump,Will Trump talk to Nicolás Maduro again by December 15? | Will Trump talk to Nicolás Maduro again by December 31?,False
odds-of-maduro-out-in-2025-over,2,1,1,maduro-out-in-2025-odds-hit-by-friday,,Odds of Maduro out in 2025 Over 20% by Friday? | Odds of Maduro out in 2025 Over 25% by Friday?,False
pedro-snchez-out-as-pm-of-spain,2,1,1,pedro-snchez-out-as-pm-of-spain-by,,"Pedro Sánchez out as PM of Spain by June 30, 2026? | Pedro Sánchez out as PM of Spain by December 31, 2026?",False
microstrategy-delisted-from-msci-index,2,1,1,will-microstrategy-be-delisted-from-the-msci-index-by-march-31,,Microstrategy delisted from MSCI index by December 31? | Microstrategy delisted from MSCI index by June 30?,False
2026-us-house-election-republican-odds-under,2,1,1,2026-us-house-election-republican-odds-by-march-31,,2026 U.S. House Election: Republican Odds under 15% by March 31? | 2026 U.S. House Election: Republican Odds under 10% by March 31?,False
ufc-man1-bra6-2025-12-13-win,2,1,1,ufc-man1-bra6-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-gig-kev16-2025-12-13-win,2,1,1,ufc-gig-kev16-2025-12-13,,Will the fight be won by submission? | Will the fight be won by KO or TKO?,False
ufc-ces2-cez1-2025-12-13-win,2,1,1,ufc-ces2-cez1-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-mor-mel4-2025-12-13-win,2,1,1,ufc-mor-mel4-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ken-mar90-2025-12-13-win,2,1,1,ufc-ken-mar90-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-gil-ama3-2025-12-13-win,2,1,1,ufc-gil-ama3-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-joa4-mel2-2025-12-13-win,2,1,1,ufc-joa4-mel2-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-mel8-lua4-2025-12-13-win,2,1,1,ufc-mel8-lua4-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-nei-yar-2025-12-13-win,2,1,1,ufc-nei-yar-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-gui2-all6-2025-12-13-win,2,1,1,ufc-gui2-all6-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-jam16-ter3-2025-12-13-win,2,1,1,ufc-jam16-ter3-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ste36-sea18-2025-12-13-win,2,1,1,ufc-ste36-sea18-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
will-spacex-not-ipo,2,1,2,"spacex-ipo-closing-market-cap, spacex-ipo-closing-market-cap-higher-strikes",,"Will SpaceX not IPO by December 31, 2027? | Will SpaceX not IPO by December 31, 2027?",False
tim-walz-charged,2,1,1,tim-walz-charged-by-march-31,,"Tim Walz charged by March 31, 2026? | Tim Walz charged by December 31, 2026?",False
will-russia-enter-druzkhivka:russia,2,2,2,"will-russia-enter-druzkhivka-by-january-31, which-cities-will-russia-enter-by-june-30",russia,Will Russia enter Druzkhivka by January 31? | Will Russia enter Druzkhivka by June 30?,False
will-mrbeast-hit-106pt5-billion-views,2,2,2,"will-mrbeast-hit-billion-views-by-january-31, will-mrbeast-hit-billion-views-by-march-31",,Will MrBeast hit 106.5 billion views by January 31? | Will MrBeast hit 106.5 billion views by March 31?,False
will-mrbeast-hit-107-billion-views,2,2,2,"will-mrbeast-hit-billion-views-by-january-31, will-mrbeast-hit-billion-views-by-march-31",,Will MrBeast hit 107 billion views by January 31? | Will MrBeast hit 107 billion views by March 31?,False
will-mrbeast-hit-115-billion-views,2,2,2,"will-mrbeast-hit-billion-views-by-january-31, will-mrbeast-hit-billion-views-by-march-31",,Will MrBeast hit 115 billion views by January 31? | Will MrBeast hit 115 billion views by March 31?,False
will-mrbeast-hit-120-billion-views,2,2,2,"will-mrbeast-hit-billion-views-by-january-31, will-mrbeast-hit-billion-views-by-march-31",,Will MrBeast hit 120 billion views by January 31? | Will MrBeast hit 120 billion views by March 31?,False
will-mrbeast-hit-125-billion-views,2,2,2,"will-mrbeast-hit-billion-views-by-january-31, will-mrbeast-hit-billion-views-by-march-31",,Will MrBeast hit 125 billion views by January 31? | Will MrBeast hit 125 billion views by March 31?,False
will-mrbeast-hit-110-billion-views,2,2,2,"will-mrbeast-hit-billion-views-by-january-31, will-mrbeast-hit-billion-views-by-march-31",,Will MrBeast hit 110 billion views by January 31? | Will MrBeast hit 110 billion views by March 31?,False
will-mrbeast-hit-108-billion-views,2,2,2,"will-mrbeast-hit-billion-views-by-january-31, will-mrbeast-hit-billion-views-by-march-31",,Will MrBeast hit 108 billion views by January 31? | Will MrBeast hit 108 billion views by March 31?,False
will-cornyn-flip-paxton-for-texas-rep-senate-primary-winner,2,2,2,"will-cornyn-flip-paxton-for-texas-rep-senate-primary-winner-by-jan-31, will-cornyn-flip-paxton-for-texas-rep-senate-primary-winner-by-march-2",,Will Cornyn flip Paxton for Texas Rep Senate Primary Winner by Jan 31? | Will Cornyn flip Paxton for Texas Rep Senate Primary Winner by March 2?,False
ufc-kin-lan6-2025-12-13-win,2,1,1,ufc-kin-lan6-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
aws-service-disrupted,2,2,2,"aws-service-disrupted-by-january-31, aws-service-disrupted-by-march-31",,AWS service disrupted by January 31? | AWS service disrupted by March 31?,False
ufc-joa4-isa5-2025-12-13-win,2,1,1,ufc-joa4-isa5-2025-12-13,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
eu-agrees-use-of-russian-assets-to-fund-ukraine:ukraine,2,1,1,eu-agrees-use-of-russian-assets-to-fund-ukraine-by,ukraine,EU agrees use of Russian assets to fund Ukraine by December 19? | EU agrees use of Russian assets to fund Ukraine by December 31?,False
jimmy-lai-released,2,2,2,"jimmy-lai-released-by-january-31, jimmy-lai-released-by-june-30",,Jimmy Lai released by January 31? | Jimmy Lai released by June 30?,False
trump-fully-suspends-entry-to-the-us-for-more-countries:us,2,1,1,trump-fully-suspends-entry-to-the-us-for-more-countries-by,us,"Trump suspends U.S. entry for more countries by by June 30? | Trump suspends U.S. entry for more countries by December 31, 2026?",False
lai-ching-te-impeached,2,2,2,"lai-ching-te-impeached-before-2026, lai-ching-te-impeached-by-june-30",,Lai Ching-te impeached before 2026? | Lai Ching-te impeached by June 30?,False
meta-mango-model-released,2,1,1,meta-mango-model-released-by,,"Meta ""Mango"" model released by March 31? | Meta ""Mango"" model released by June 30?",False
bill-clinton-charged,2,2,2,"bill-clinton-charged-by-january-31, bill-clinton-charged-by-march-31",,Bill Clinton charged by January 31? | Bill Clinton charged by March 31?,False
us-forces-board-bella,2,2,2,"us-forces-board-bella-1-by-tuesday, us-forces-board-bella-1-by-friday",,U.S. forces board Bella 1 by Tuesday? | U.S. forces board Bella 1 by Friday?,False
will-the-rsf-capture-kadugli,2,2,2,"will-the-rsf-capture-kadugli-by-january-31, will-the-rsf-capture-kadugli-by-march-31",,Will the RSF capture Kadugli by January 31? | Will the RSF capture Kadugli by March 31?,False
will-the-rsf-capture-dilling,2,2,2,"will-the-rsf-capture-dilling-by-january-31, will-the-rsf-capture-dilling-by-march-31",,Will the RSF capture Dilling by January 31? | Will the RSF capture Dilling by March 31?,False
will-the-rsf-capture-el-obeid,2,2,2,"will-the-rsf-capture-el-obeid-by-january-31, will-the-rsf-capture-el-obeid-by-march-31",,Will the RSF capture El Obeid by January 31? | Will the RSF capture El Obeid by March 31?,False
will-valve-to-add-first-cs2-operation,2,1,2,"will-valve-to-add-first-cs2-operation-by-january-31-2026, will-valve-to-add-first-cs2-operation-by-april-1-2026",,"Will Valve to add first CS2 operation by January 31, 2026? | Will Valve add first CS2 operation by April 1, 2026?",False
evidence-epstein-blackmailed-politicians-released,2,2,2,"evidence-epstein-blackmailed-politicians-released-by-jan-31, evidence-epstein-blackmailed-politicians-released-by-feb-28",,Evidence Epstein blackmailed politicians released by Jan 31? | Evidence Epstein blackmailed politicians released by Feb 28?,False
will-oprah-winfrey-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Oprah Winfrey be named in newly released Epstein files by March 31? | Will Oprah Winfrey be named in newly released Epstein files by February 28?,False
will-jay-z-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Jay-Z be named in newly released Epstein files by March 31? | Will Jay-Z be named in newly released Epstein files by February 28?,False
will-joe-biden-be-named-in-newly-released-epstein-files:biden,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",biden,Will Joe Biden be named in newly released Epstein files by March 31? | Will Joe Biden be named in newly released Epstein files by February 28?,False
will-kevin-spacey-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Kevin Spacey be named in newly released Epstein files by March 31? | Will Kevin Spacey be named in newly released Epstein files by February 28?,False
will-henry-kissinger-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Henry Kissinger be named in newly released Epstein files by March 31? | Will Henry Kissinger be named in newly released Epstein files by February 28?,False
will-prince-andrew-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Prince Andrew be named in newly released Epstein files by March 31? | Will Prince Andrew be named in newly released Epstein files by February 28?,False
will-alan-dershowitz-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Alan Dershowitz be named in newly released Epstein files by March 31? | Will Alan Dershowitz be named in newly released Epstein files by February 28?,False
will-stephen-hawking-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Stephen Hawking be named in newly released Epstein files by March 31? | Will Stephen Hawking be named in newly released Epstein files by February 28?,False
will-donald-trump-be-named-in-newly-released-epstein-files:trump,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",trump,Will Donald Trump be named in newly released Epstein files by March 31? | Will Donald Trump be named in newly released Epstein files by February 28?,False
will-barack-obama-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Barack Obama be named in newly released Epstein files by March 31? | Will Barack Obama be named in newly released Epstein files by February 28?,False
will-michael-jackson-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Michael Jackson be named in newly released Epstein files by March 31? | Will Michael Jackson be named in newly released Epstein files by February 28?,False
will-bill-gates-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Bill Gates be named in newly released Epstein files by March 31? | Will Bill Gates be named in newly released Epstein files by February 28?,False
will-bill-clinton-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Bill Clinton be named in newly released Epstein files by March 31? | Will Bill Clinton be named in newly released Epstein files by February 28?,False
will-hillary-clinton-be-named-in-newly-released-epstein-files,2,1,2,"who-will-be-named-in-newly-released-epstein-files-by-march-31, who-will-be-named-in-newly-released-epstein-files-by-february-28",,Will Hillary Clinton be named in newly released Epstein files by March 31? | Will Hillary Clinton be named in newly released Epstein files by February 28?,False
